problem,scenario,target_ton,product_ton,total_use_mwh,renewable_mwh,buy_mwh,sell_mwh,self_use_ratio,green_ratio,export_ratio,margin_self_use,margin_green,margin_export,status,running_cost_yuan,comprehensive_cost_yuan,running_cost_per_ton,comprehensive_cost_per_ton
P3,风电场景3-光伏场景4,63,62.99999999999998,932.2199999999997,291.88,640.3399999999997,0.0,1.0,0.31310205745424907,0.0,0.4,0.013102057454249083,0.2,full,500673.1449999998,504006.4783333331,7947.192777777777,8000.10283068783
P3,风电场景3-光伏场景4,54,54.0,807.72,291.88,515.8399999999999,1.7763568394002505e-15,1.0000000000000004,0.3613628485118605,6.085914894478041e-18,0.40000000000000047,0.061362848511860524,0.2,full,385765.345,389098.6783333333,7143.802685185185,7205.531080246913
P3,风电场景3-光伏场景4,45,45.0,683.2199999999999,291.88,391.3399999999999,1.7763568394002505e-15,1.0,0.4272123181405697,6.085914894478041e-18,0.4,0.1272123181405697,0.2,full,292999.873,296333.20633333334,6511.10828888889,6585.182362962963
P3,风电场景3-光伏场景4,36,35.99999999999999,558.7199999999999,291.88,266.8399999999999,1.7763568394002505e-15,1.0,0.5224083619702177,6.085914894478041e-18,0.4,0.22240836197021768,0.2,full,202369.57299999997,205702.90633333332,5621.3770277777785,5713.969620370371
P3,风电场景4-光伏场景1,72,72.0,1056.7199999999998,876.924,353.50199999999995,173.706,0.6038288380749071,0.6654724051782877,0.19808558096254636,0.0038288380749070816,0.36547240517828766,0.0019144190374536518,full,352101.6254,355434.95873333333,4890.300352777778,4936.596649074074
P3,风电场景4-光伏场景1,63,63.000000000000014,932.2200000000001,876.924,229.00200000000018,173.706,0.6038288380749073,0.7543476861685008,0.19808558096254636,0.0038288380749073037,0.4543476861685008,0.0019144190374536518,full,244697.85440000016,248031.1877333335,3884.0929269841286,3937.002979894182
P3,风电场景4-光伏场景1,54,54.000000000000014,807.7200000000003,876.924,186.6846,255.8885999999998,0.4163950353736475,0.768874610013371,0.2918024823131763,-0.18360496462635245,0.468874610013371,-0.09180248231317628,partial,173679.4181000001,177012.75143333344,3216.285520370371,3278.0139154321
P3,风电场景4-光伏场景1,45,45.000000000000014,683.2200000000001,876.924,186.6846,380.3885999999999,0.13244796584424678,0.726757706156143,0.43377601707787666,-0.4675520341557532,0.426757706156143,-0.23377601707787665,partial,111621.86810000008,114955.20143333341,2480.485957777779,2554.5600318518527
P3,风电场景4-光伏场景1,36,35.99999999999999,558.72,876.924,186.6846,504.8886000000001,-0.1514991036851541,0.665870919243986,0.5757495518425771,-0.751499103685154,0.365870919243986,-0.37574955184257713,partial,49564.31809999997,52897.6514333333,1376.7866138888883,1469.3792064814809
P3,风电场景4-光伏场景2,72,72.0,1056.7199999999998,618.364,448.09619999999995,9.740200000000009,0.9684968723923124,0.5759555984555986,0.015751563803843703,0.36849687239231244,0.27595559845559864,0.1842484361961563,full,441904.9973,445238.3306333333,6137.569406944444,6183.86570324074
P3,风电场景4-光伏场景2,63,63.00000000000002,932.2200000000003,618.364,323.59620000000024,9.740200000000009,0.9684968723923127,0.652875716032696,0.015751563803843703,0.36849687239231277,0.352875716032696,0.1842484361961563,full,329358.6473000002,332691.9806333335,5227.915036507938,5280.82508941799
P3,风电场景4-光伏场景2,54,54.000000000000014,807.7200000000003,618.364,200.7646,11.408599999999774,0.9631006979707754,0.7514428267221316,0.018449651014612385,0.3631006979707754,0.4514428267221316,0.18155034898538763,full,239862.2021000001,243195.53543333345,4441.892631481483,4503.621026543211
P3,风电场景4-光伏场景2,45,45.000000000000014,683.2200000000003,618.364,200.7646,135.9085999999998,0.5604252511465747,0.706149410146073,0.21978737442671276,-0.03957474885342527,0.40614941014607303,-0.019787374426712745,partial,177804.65210000006,181137.9854333334,3951.2144911111113,4025.2885651851857
P3,风电场景4-光伏场景2,36,35.999999999999986,558.72,618.364,200.7646,260.4086000000001,0.15774980432237312,0.6406704610538372,0.4211250978388135,-0.44225019567762686,0.3406704610538372,-0.2211250978388135,partial,115747.10209999996,119080.43543333329,3215.1972805555556,3307.789873148148
P3,风电场景4-光伏场景3,72,72.0,1056.7199999999998,452.60400000000004,604.116,0.0,0.9999999999999994,0.42831024301612547,0.0,0.39999999999999947,0.12831024301612548,0.2,full,539282.3674,542615.7007333334,7490.0328805555555,7536.329176851852
P3,风电场景4-光伏场景3,63,63.00000000000002,932.2200000000003,452.60400000000004,479.6160000000003,0.0,0.9999999999999998,0.4855120036042993,0.0,0.3999999999999998,0.1855120036042993,0.2,full,424374.56740000035,427707.90073333366,6736.104244444447,6789.014297354501
P3,风电场景4-光伏场景3,54,54.000000000000014,807.7200000000003,452.60400000000004,355.1160000000002,8.881784197001252e-15,1.0,0.5603476452235923,1.9623742160920478e-17,0.4,0.26034764522359227,0.19999999999999998,full,317284.39540000015,320617.72873333347,5875.636951851853,5937.365346913582
P3,风电场景4-光伏场景3,45,45.000000000000014,683.2200000000001,452.60400000000004,230.61600000000013,8.881784197001252e-15,1.0,0.6624571880214278,1.9623742160920478e-17,0.4,0.36245718802142785,0.19999999999999998,full,226654.0954000001,229987.42873333345,5036.7576755555565,5110.83174962963
P3,风电场景4-光伏场景3,36,36.0,558.72,452.60400000000004,200.7646,94.64860000000004,0.5817597723396168,0.6406704610538373,0.2091201138301916,-0.018240227660383135,0.3406704610538373,-0.009120113830191595,partial,158496.60609999998,161829.93943333332,4402.683502777777,4495.27609537037
P3,风电场景4-光伏场景4,72,72.0,1056.7199999999998,387.964,668.756,0.0,0.9999999999999996,0.36713982890453484,0.0,0.3999999999999996,0.06713982890453485,0.2,full,578775.1034,582108.4367333334,8038.543102777778,8084.839399074075
P3,风电场景4-光伏场景4,63,63.000000000000014,932.2200000000003,387.964,544.2560000000003,0.0,0.9999999999999999,0.41617214820535914,0.0,0.3999999999999999,0.11617214820535915,0.2,full,463867.3034000003,467200.63673333364,7362.973069841273,7415.883122751326
P3,风电场景4-光伏场景4,54,54.000000000000014,807.7200000000003,387.964,419.7560000000003,0.0,0.9999999999999999,0.4803199128410834,0.0,0.3999999999999999,0.1803199128410834,0.2,full,348959.5034000003,352292.8367333336,6462.213025925929,6523.941420987658
P3,风电场景4-光伏场景4,45,45.000000000000014,683.2200000000001,387.964,295.2560000000002,1.7763568394002505e-15,0.9999999999999999,0.5678463745206521,4.578664101309014e-18,0.3999999999999999,0.26784637452065213,0.2,full,258159.63140000016,261492.9647333335,5736.8806977777795,5810.954771851853
P3,风电场景4-光伏场景4,36,36.0,558.72,387.964,200.7646,30.008600000000058,0.8453021414358032,0.6406704610538372,0.0773489292820985,0.2453021414358032,0.3406704610538372,0.12265107071790152,full,175167.2621,178500.59543333334,4865.757280555556,4958.349873148149
P3,风电场景5-光伏场景1,72,72.0,1056.7199999999998,819.4200000000001,395.9441999999999,158.64419999999998,0.612789045910522,0.625308312514195,0.19360547704473893,0.01278904591052199,0.32530831251419506,0.006394522955261078,full,369542.2318999999,372875.5652333332,5132.53099861111,5178.827294907405
P3,风电场景5-光伏场景1,63,63.0,932.22,819.4200000000001,271.4442000000001,158.64419999999998,0.612789045910522,0.7088195919418164,0.19360547704473893,0.01278904591052199,0.40881959194181644,0.006394522955261078,full,261237.56090000004,264570.89423333335,4146.6279507936515,4199.538003703704
P3,风电场景5-光伏场景1,54,54.00000000000001,807.7200000000001,819.4200000000001,201.4524,213.1523999999999,0.4797481145200267,0.7505912940127767,0.2601259427399867,-0.12025188547997329,0.4505912940127767,-0.06012594273998667,partial,186110.80980000005,189444.1431333334,3446.496477777778,3508.2248728395066
P3,风电场景5-光伏场景1,45,45.0,683.22,819.4200000000001,201.4524,337.65240000000006,0.1758746430401991,0.7051427065952401,0.41206267847990047,-0.4241253569598009,0.40514270659524015,-0.21206267847990046,partial,124053.2598,127386.59313333333,2756.739106666667,2830.813180740741
P3,风电场景5-光伏场景1,36,35.99999999999999,558.72,819.4200000000001,201.4524,462.15240000000006,-0.12799882843962807,0.6394394329896907,0.563999414219814,-0.727998828439628,0.33943943298969076,-0.363999414219814,partial,61995.709799999946,65329.04313333328,1722.1030499999988,1814.6956425925914
P3,风电场景5-光伏场景2,72,72.0,1056.7199999999998,560.8599999999999,505.7103999999999,9.850400000000008,0.9648739435866347,0.5214338708456355,0.01756302820668261,0.3648739435866347,0.22143387084563554,0.18243697179331742,full,461167.34779999993,464500.68113333324,6405.102052777776,6451.398349074073
P3,风电场景5-光伏场景2,63,62.99999999999999,932.22,560.8599999999999,381.2104,9.850400000000016,0.964873943586635,0.5910724936173863,0.017563028206682627,0.36487394358663505,0.29107249361738635,0.1824369717933174,full,349380.32779999997,352713.6611333333,5545.719488888889,5598.629541798941
P3,风电场景5-光伏场景2,54,54.0,807.72,560.8599999999999,256.71040000000005,9.85040000000002,0.9648739435866349,0.6821789729114047,0.017563028206682634,0.36487394358663494,0.38217897291140474,0.1824369717933174,full,258750.02780000004,262083.36113333338,4791.667181481483,4853.395576543211
P3,风电场景5-光伏场景2,45,45.0,683.22,560.8599999999999,215.53240000000002,93.17239999999998,0.6677516670826946,0.6845344105851701,0.16612416645865277,0.06775166708269464,0.38453441058517007,0.03387583354134724,full,190236.0438,193569.37713333336,4227.467640000001,4301.541714074075
P3,风电场景5-光伏场景2,36,36.0,558.72,560.8599999999999,215.53240000000002,217.67240000000004,0.22379060728167455,0.6142389747995415,0.38810469635916284,-0.37620939271832543,0.3142389747995415,-0.18810469635916283,partial,128178.49379999998,131511.8271333333,3560.5137166666664,3653.1063092592585
P3,风电场景5-光伏场景3,72,71.99999999999999,1056.7199999999998,395.1,661.6199999999999,0.0,0.9999999999999997,0.3738928003633887,0.0,0.3999999999999997,0.07389280036338869,0.2,full,558119.6769999999,561453.0103333333,7751.662180555556,7797.9584768518525
P3,风电场景5-光伏场景3,63,62.999999999999986,932.2199999999999,395.1,537.1199999999999,1.7763568394002505e-15,1.0,0.4238269936281136,4.495967702860669e-18,0.4,0.12382699362811361,0.2,full,443211.87699999986,446545.2103333332,7035.109158730158,7088.01921164021
P3,风电场景5-光伏场景3,54,54.0,807.72,395.1,412.6200000000001,5.329070518200751e-15,0.9999999999999997,0.48915465755459814,1.3487903108582008e-17,0.3999999999999997,0.18915465755459815,0.2,full,337280.78500000003,340614.11833333335,6245.9404629629635,6307.668858024692
P3,风电场景5-光伏场景3,45,45.0,683.22,395.1,288.12,5.329070518200751e-15,1.0,0.5782910336348468,1.3487903108582008e-17,0.4,0.2782910336348468,0.2,full,246650.48500000002,249983.81833333336,5481.121888888889,5555.195962962964
P3,风电场景5-光伏场景3,36,36.0,558.72,395.1,215.53240000000002,51.912400000000034,0.7372189319159704,0.6142389747995417,0.13139053404201476,0.13721893191597045,0.3142389747995417,0.06860946595798526,full,170927.99779999998,174261.33113333333,4747.999938888888,4840.592531481481
P3,风电场景5-光伏场景4,72,72.0,1056.7199999999998,330.4599999999999,726.26,0.0,0.9999999999999997,0.312722386251798,0.0,0.3999999999999997,0.012722386251798001,0.2,full,597612.413,600945.7463333333,8300.172402777776,8346.468699074074
P3,风电场景5-光伏场景4,63,62.99999999999999,932.2199999999999,330.4599999999999,601.7599999999999,1.7763568394002505e-15,1.0000000000000004,0.3544871382291733,5.375406522424048e-18,0.40000000000000047,0.05448713822917334,0.2,full,482704.6129999999,486037.9463333332,7661.977984126984,7714.888037037036
P3,风电场景5-光伏场景4,54,53.99999999999999,807.72,330.4599999999999,477.26,1.7763568394002505e-15,1.0000000000000004,0.4091269251720892,5.375406522424048e-18,0.40000000000000047,0.10912692517208922,0.2,full,368786.32099999994,372119.65433333325,6829.376314814815,6891.104709876543
P3,风电场景5-光伏场景4,45,45.0,683.22,330.4599999999999,352.76000000000005,1.7763568394002505e-15,1.0000000000000002,0.48368022013407086,5.375406522424048e-18,0.40000000000000024,0.18368022013407087,0.2,full,278156.02100000007,281489.3543333334,6181.244911111113,6255.318985185187
P3,风电场景5-光伏场景4,36,36.0,558.7199999999999,330.4599999999999,228.25999999999996,5.329070518200751e-15,1.0,0.591459049255441,1.6126219567272143e-17,0.4,0.291459049255441,0.19999999999999998,full,187525.72099999996,190859.0543333333,5209.047805555554,5301.640398148147
