max_curtail_scenario,battery_e_mwh,battery_p_mw,target_product_ton,target_feasible,annual_cost_yuan,annual_product_ton,annual_avg_cost_per_ton
风电场景4-光伏场景1,20.0,5.0,47.46805156626506,True,42648772.66080074,10044.426540556111,4246.013696112858
